Orthogroup	i_nil	i_purpurea	i_trifida	i_triloba
OG0041288		Ipurp_gene15901.mRNA1		
OG0041289		Ipurp_gene15896.mRNA1		
OG0041290		Ipurp_gene15892.mRNA1		
OG0041291		Ipurp_gene15871.mRNA1		
OG0041292		Ipurp_gene15864.mRNA1		
OG0041293		Ipurp_gene15850.mRNA1		
OG0041294		Ipurp_gene15847.mRNA1		
OG0041295		Ipurp_gene15842.mRNA1		
OG0041296		Ipurp_gene15801.mRNA1		
OG0041297		Ipurp_gene15796.mRNA1		
OG0041298		Ipurp_gene15794.mRNA1		
OG0041299		Ipurp_gene15793.mRNA1		
OG0041300		Ipurp_gene15792.mRNA1		
OG0041301		Ipurp_gene15781.mRNA1		
OG0041302		Ipurp_gene15772.mRNA1		
OG0041303		Ipurp_gene15769.mRNA1		
OG0041304		Ipurp_gene15765.mRNA1		
OG0041305		Ipurp_gene15741.mRNA1		
OG0041306		Ipurp_gene15734.mRNA1		
OG0041307		Ipurp_gene15722.mRNA1		
OG0041308		Ipurp_gene15716.mRNA1		
OG0041309		Ipurp_gene15706.mRNA1		
OG0041310		Ipurp_gene15686.mRNA1		
OG0041311		Ipurp_gene15685.mRNA1		
OG0041312		Ipurp_gene15684.mRNA1		
OG0041313		Ipurp_gene15682.mRNA1		
OG0041314		Ipurp_gene15679.mRNA1		
OG0041315		Ipurp_gene15675.mRNA1		
OG0041316		Ipurp_gene15672.mRNA1		
OG0041317		Ipurp_gene15670.mRNA1		
OG0041318		Ipurp_gene15669.mRNA1		
OG0041319		Ipurp_gene15655.mRNA1		
OG0041320		Ipurp_gene15653.mRNA1		
OG0041321		Ipurp_gene15652.mRNA1		
OG0041322		Ipurp_gene15645.mRNA1		
OG0041323		Ipurp_gene15644.mRNA1		
OG0041324		Ipurp_gene15641.mRNA1		
OG0041325		Ipurp_gene15635.mRNA1		
OG0041326		Ipurp_gene15620.mRNA1		
OG0041327		Ipurp_gene15615.mRNA1		
OG0041328		Ipurp_gene15614.mRNA1		
OG0041329		Ipurp_gene15611.mRNA1		
OG0041330		Ipurp_gene15607.mRNA1		
OG0041331		Ipurp_gene15605.mRNA1		
OG0041332		Ipurp_gene15602.mRNA1		
OG0041333		Ipurp_gene15603.mRNA1		
OG0041334		Ipurp_gene15595.mRNA1		
OG0041335		Ipurp_gene15593.mRNA1		
OG0041336		Ipurp_gene15580.mRNA1		
OG0041337		Ipurp_gene15563.mRNA1		
OG0041338		Ipurp_gene15555.mRNA1		
OG0041339		Ipurp_gene15551.mRNA1		
OG0041340		Ipurp_gene15548.mRNA1		
OG0041341		Ipurp_gene15547.mRNA1		
OG0041342		Ipurp_gene15543.mRNA1		
OG0041343		Ipurp_gene15545.mRNA1		
OG0041344		Ipurp_gene15539.mRNA1		
OG0041345		Ipurp_gene15531.mRNA1		
OG0041346		Ipurp_gene15524.mRNA1		
OG0041347		Ipurp_gene15523.mRNA1		
OG0041348		Ipurp_gene15521.mRNA1		
OG0041349		Ipurp_gene15469.mRNA1		
OG0041350		Ipurp_gene15465.mRNA1		
OG0041351		Ipurp_gene15454.mRNA1		
OG0041352		Ipurp_gene15435.mRNA1		
OG0041353		Ipurp_gene15428.mRNA1		
OG0041354		Ipurp_gene15427.mRNA1		
OG0041355		Ipurp_gene15415.mRNA1		
OG0041356		Ipurp_gene15389.mRNA1		
OG0041357		Ipurp_gene15388.mRNA1		
OG0041358		Ipurp_gene15364.mRNA1		
OG0041359		Ipurp_gene15340.mRNA1		
OG0041360		Ipurp_gene15338.mRNA1		
OG0041361		Ipurp_gene15337.mRNA1		
OG0041362		Ipurp_gene15313.mRNA1		
OG0041363		Ipurp_gene15311.mRNA1		
OG0041364		Ipurp_gene15310.mRNA1		
OG0041365		Ipurp_gene15293.mRNA1		
OG0041366		Ipurp_gene15289.mRNA1		
OG0041367		Ipurp_gene15288.mRNA1		
OG0041368		Ipurp_gene15282.mRNA1		
OG0041369		Ipurp_gene15279.mRNA1		
OG0041370		Ipurp_gene15265.mRNA1		
OG0041371		Ipurp_gene15259.mRNA1		
OG0041372		Ipurp_gene15247.mRNA1		
OG0041373		Ipurp_gene15246.mRNA1		
OG0041374		Ipurp_gene15245.mRNA1		
OG0041375		Ipurp_gene15236.mRNA1		
OG0041376		Ipurp_gene15234.mRNA1		
OG0041377		Ipurp_gene15231.mRNA1		
OG0041378		Ipurp_gene15224.mRNA1		
OG0041379		Ipurp_gene15223.mRNA1		
OG0041380		Ipurp_gene15219.mRNA1		
OG0041381		Ipurp_gene15218.mRNA1		
OG0041382		Ipurp_gene15217.mRNA1		
OG0041383		Ipurp_gene15213.mRNA1		
OG0041384		Ipurp_gene15207.mRNA1		
OG0041385		Ipurp_gene15198.mRNA1		
OG0041386		Ipurp_gene12480.mRNA1		
OG0041387		Ipurp_gene15193.mRNA1		
OG0041388		Ipurp_gene15190.mRNA1		
OG0041389		Ipurp_gene15187.mRNA1		
OG0041390		Ipurp_gene15181.mRNA1		
OG0041391		Ipurp_gene15173.mRNA1		
OG0041392		Ipurp_gene15179.mRNA1		
OG0041393		Ipurp_gene15178.mRNA1		
OG0041394		Ipurp_gene15166.mRNA1		
OG0041395		Ipurp_gene15156.mRNA1		
OG0041396		Ipurp_gene15149.mRNA1		
OG0041397		Ipurp_gene15147.mRNA1		
OG0041398		Ipurp_gene15128.mRNA1		
OG0041399		Ipurp_gene15126.mRNA1		
OG0041400		Ipurp_gene15122.mRNA1		
OG0041401		Ipurp_gene15115.mRNA1		
OG0041402		Ipurp_gene15110.mRNA1		
OG0041403		Ipurp_gene15105.mRNA1		
OG0041404		Ipurp_gene18261.mRNA1		
OG0041405		Ipurp_gene15097.mRNA1		
OG0041406		Ipurp_gene15095.mRNA1		
OG0041407		Ipurp_gene15090.mRNA1		
OG0041408		Ipurp_gene15089.mRNA1		
OG0041409		Ipurp_gene15085.mRNA1		
OG0041410		Ipurp_gene15084.mRNA1		
OG0041411		Ipurp_gene27256.mRNA1		
OG0041412		Ipurp_gene53384.mRNA1		
OG0041413		Ipurp_gene15068.mRNA1		
OG0041414		Ipurp_gene15065.mRNA1		
OG0041415		Ipurp_gene15062.mRNA1		
OG0041416		Ipurp_gene15054.mRNA1		
OG0041417		Ipurp_gene15050.mRNA1		
OG0041418		Ipurp_gene15045.mRNA1		
OG0041419		Ipurp_gene15043.mRNA1		
OG0041420		Ipurp_gene15042.mRNA1		
OG0041421		Ipurp_gene36099.mRNA1		
OG0041422		Ipurp_gene15037.mRNA1		
OG0041423		Ipurp_gene15026.mRNA1		
OG0041424		Ipurp_gene32614.mRNA1		
OG0041425		Ipurp_gene15022.mRNA1		
OG0041426		Ipurp_gene15011.mRNA1		
OG0041427		Ipurp_gene15010.mRNA1		
OG0041428		Ipurp_gene15008.mRNA1		
OG0041429		Ipurp_gene43050.mRNA1		
OG0041430		Ipurp_gene15002.mRNA1		
OG0041431		Ipurp_gene14972.mRNA1		
OG0041432		Ipurp_gene14971.mRNA1		
OG0041433		Ipurp_gene14967.mRNA1		
OG0041434		Ipurp_gene14963.mRNA1		
OG0041435		Ipurp_gene14959.mRNA1		
OG0041436		Ipurp_gene14945.mRNA1		
OG0041437		Ipurp_gene14943.mRNA1		
OG0041438		Ipurp_gene14942.mRNA1		
OG0041439		Ipurp_gene14940.mRNA1		
OG0041440		Ipurp_gene14929.mRNA1		
OG0041441		Ipurp_gene14927.mRNA1		
OG0041442		Ipurp_gene14923.mRNA1		
OG0041443		Ipurp_gene14910.mRNA1		
OG0041444		Ipurp_gene14909.mRNA1		
OG0041445		Ipurp_gene14908.mRNA1		
OG0041446		Ipurp_gene14906.mRNA1		
OG0041447		Ipurp_gene14901.mRNA1		
OG0041448		Ipurp_gene14898.mRNA1		
OG0041449		Ipurp_gene14897.mRNA1		
OG0041450		Ipurp_gene14895.mRNA1		
OG0041451		Ipurp_gene14894.mRNA1		
OG0041452		Ipurp_gene14889.mRNA1		
OG0041453		Ipurp_gene14887.mRNA1		
OG0041454		Ipurp_gene14877.mRNA1		
OG0041455		Ipurp_gene14876.mRNA1		
OG0041456		Ipurp_gene14871.mRNA1		
OG0041457		Ipurp_gene14869.mRNA1		
OG0041458		Ipurp_gene14848.mRNA1		
OG0041459		Ipurp_gene14852.mRNA1		
OG0041460		Ipurp_gene14858.mRNA1		
OG0041461		Ipurp_gene14860.mRNA1		
OG0041462		Ipurp_gene14862.mRNA1		
OG0041463		Ipurp_gene14846.mRNA1		
OG0041464		Ipurp_gene14844.mRNA1		
OG0041465		Ipurp_gene14843.mRNA1		
OG0041466		Ipurp_gene14842.mRNA1		
OG0041467		Ipurp_gene14833.mRNA1		
OG0041468		Ipurp_gene14829.mRNA1		
OG0041469		Ipurp_gene14818.mRNA1		
OG0041470		Ipurp_gene14807.mRNA1		
OG0041471		Ipurp_gene14798.mRNA1		
OG0041472		Ipurp_gene14789.mRNA1		
OG0041473		Ipurp_gene14788.mRNA1		
OG0041474		Ipurp_gene14786.mRNA1		
OG0041475		Ipurp_gene14779.mRNA1		
OG0041476		Ipurp_gene14776.mRNA1		
OG0041477		Ipurp_gene14772.mRNA1		
OG0041478		Ipurp_gene14770.mRNA1		
OG0041479		Ipurp_gene14763.mRNA1		
OG0041480		Ipurp_gene14759.mRNA1		
OG0041481		Ipurp_gene14757.mRNA1		
OG0041482		Ipurp_gene14756.mRNA1		
OG0041483		Ipurp_gene14755.mRNA1		
OG0041484		Ipurp_gene14745.mRNA1		
OG0041485		Ipurp_gene43065.mRNA1		
OG0041486		Ipurp_gene14717.mRNA1		
OG0041487		Ipurp_gene14709.mRNA1		
OG0041488		Ipurp_gene14706.mRNA1		
OG0041489		Ipurp_gene14703.mRNA1		
OG0041490		Ipurp_gene14700.mRNA1		
OG0041491		Ipurp_gene53938.mRNA1		
OG0041492		Ipurp_gene14693.mRNA1		
OG0041493		Ipurp_gene14686.mRNA1		
OG0041494		Ipurp_gene14685.mRNA1		
OG0041495		Ipurp_gene14681.mRNA1		
OG0041496		Ipurp_gene14678.mRNA1		
OG0041497		Ipurp_gene14676.mRNA1		
OG0041498		Ipurp_gene14675.mRNA1		
OG0041499		Ipurp_gene14671.mRNA1		
OG0041500		Ipurp_gene14662.mRNA1		
OG0041501		Ipurp_gene27203.mRNA1		
OG0041502		Ipurp_gene14659.mRNA1		
OG0041503		Ipurp_gene14656.mRNA1		
OG0041504		Ipurp_gene14653.mRNA1		
OG0041505		Ipurp_gene14646.mRNA1		
OG0041506		Ipurp_gene14634.mRNA1		
OG0041507		Ipurp_gene14625.mRNA1		
OG0041508		Ipurp_gene14613.mRNA1		
OG0041509		Ipurp_gene14612.mRNA1		
OG0041510		Ipurp_gene14608.mRNA1		
OG0041511		Ipurp_gene14607.mRNA1		
OG0041512		Ipurp_gene5526.mRNA1		
OG0041513		Ipurp_gene14601.mRNA1		
OG0041514		Ipurp_gene14599.mRNA1		
OG0041515		Ipurp_gene14598.mRNA1		
OG0041516		Ipurp_gene14596.mRNA1		
OG0041517		Ipurp_gene14593.mRNA1		
OG0041518		Ipurp_gene14587.mRNA1		
OG0041519		Ipurp_gene14585.mRNA1		
OG0041520		Ipurp_gene14576.mRNA1		
OG0041521		Ipurp_gene14574.mRNA1		
OG0041522		Ipurp_gene31862.mRNA1		
OG0041523		Ipurp_gene14571.mRNA1		
OG0041524		Ipurp_gene14568.mRNA1		
OG0041525		Ipurp_gene14563.mRNA1		
OG0041526		Ipurp_gene14560.mRNA1		
OG0041527		Ipurp_gene14559.mRNA1		
OG0041528		Ipurp_gene14549.mRNA1		
OG0041529		Ipurp_gene14545.mRNA1		
OG0041530		Ipurp_gene14540.mRNA1		
OG0041531		Ipurp_gene14528.mRNA1		
OG0041532		Ipurp_gene14517.mRNA1		
OG0041533		Ipurp_gene14509.mRNA1		
OG0041534		Ipurp_gene14503.mRNA1		
OG0041535		Ipurp_gene14498.mRNA1		
OG0041536		Ipurp_gene14497.mRNA1		
OG0041537		Ipurp_gene14494.mRNA1		
OG0041538		Ipurp_gene14487.mRNA1		
OG0041539		Ipurp_gene14485.mRNA1		
OG0041540		Ipurp_gene14481.mRNA1		
OG0041541		Ipurp_gene14469.mRNA1		
OG0041542		Ipurp_gene14462.mRNA1		
OG0041543		Ipurp_gene14461.mRNA1		
OG0041544		Ipurp_gene14457.mRNA1		
OG0041545		Ipurp_gene14446.mRNA1		
OG0041546		Ipurp_gene14441.mRNA1		
OG0041547		Ipurp_gene14425.mRNA1		
OG0041548		Ipurp_gene14418.mRNA1		
OG0041549		Ipurp_gene14415.mRNA1		
OG0041550		Ipurp_gene14413.mRNA1		
OG0041551		Ipurp_gene14404.mRNA1		
OG0041552		Ipurp_gene14403.mRNA1		
OG0041553		Ipurp_gene14397.mRNA1		
OG0041554		Ipurp_gene14391.mRNA1		
OG0041555		Ipurp_gene14390.mRNA1		
OG0041556		Ipurp_gene14386.mRNA1		
OG0041557		Ipurp_gene14381.mRNA1		
OG0041558		Ipurp_gene17549.mRNA1		
OG0041559		Ipurp_gene14373.mRNA1		
OG0041560		Ipurp_gene14366.mRNA1		
OG0041561		Ipurp_gene14362.mRNA1		
OG0041562		Ipurp_gene14357.mRNA1		
OG0041563		Ipurp_gene18175.mRNA1		
OG0041564		Ipurp_gene14353.mRNA1		
OG0041565		Ipurp_gene14351.mRNA1		
OG0041566		Ipurp_gene14349.mRNA1		
OG0041567		Ipurp_gene14347.mRNA1		
OG0041568		Ipurp_gene14340.mRNA1		
OG0041569		Ipurp_gene14338.mRNA1		
OG0041570		Ipurp_gene14337.mRNA1		
OG0041571		Ipurp_gene14336.mRNA1		
OG0041572		Ipurp_gene14335.mRNA1		
OG0041573		Ipurp_gene14326.mRNA1		
OG0041574		Ipurp_gene14317.mRNA1		
OG0041575		Ipurp_gene14315.mRNA1		
OG0041576		Ipurp_gene14311.mRNA1		
OG0041577		Ipurp_gene14307.mRNA1		
OG0041578		Ipurp_gene14306.mRNA1		
OG0041579		Ipurp_gene14304.mRNA1		
OG0041580		Ipurp_gene14303.mRNA1		
OG0041581		Ipurp_gene14298.mRNA1		
OG0041582		Ipurp_gene14296.mRNA1		
OG0041583		Ipurp_gene14283.mRNA1		
OG0041584		Ipurp_gene14282.mRNA1		
OG0041585		Ipurp_gene14272.mRNA1		
OG0041586		Ipurp_gene14260.mRNA1		
OG0041587		Ipurp_gene14235.mRNA1		
OG0041588		Ipurp_gene14233.mRNA1		
OG0041589		Ipurp_gene14231.mRNA1		
OG0041590		Ipurp_gene10390.mRNA1		
OG0041591		Ipurp_gene14229.mRNA1		
OG0041592		Ipurp_gene14221.mRNA1		
OG0041593		Ipurp_gene14216.mRNA1		
OG0041594		Ipurp_gene14214.mRNA1		
OG0041595		Ipurp_gene14211.mRNA1		
OG0041596		Ipurp_gene14209.mRNA1		
OG0041597		Ipurp_gene14205.mRNA1		
OG0041598		Ipurp_gene14200.mRNA1		
OG0041599		Ipurp_gene14198.mRNA1		
OG0041600		Ipurp_gene14194.mRNA1		
OG0041601		Ipurp_gene14188.mRNA1		
OG0041602		Ipurp_gene14187.mRNA1		
OG0041603		Ipurp_gene14186.mRNA1		
OG0041604		Ipurp_gene14172.mRNA1		
OG0041605		Ipurp_gene14170.mRNA1		
OG0041606		Ipurp_gene14168.mRNA1		
OG0041607		Ipurp_gene14165.mRNA1		
OG0041608		Ipurp_gene31662.mRNA1		
OG0041609		Ipurp_gene14162.mRNA1		
OG0041610		Ipurp_gene14156.mRNA1		
OG0041611		Ipurp_gene14155.mRNA1		
OG0041612		Ipurp_gene14153.mRNA1		
OG0041613		Ipurp_gene14151.mRNA1		
OG0041614		Ipurp_gene14147.mRNA1		
OG0041615		Ipurp_gene14132.mRNA1		
OG0041616		Ipurp_gene14131.mRNA1		
OG0041617		Ipurp_gene14128.mRNA1		
OG0041618		Ipurp_gene14127.mRNA1		
OG0041619		Ipurp_gene14124.mRNA1		
OG0041620		Ipurp_gene14121.mRNA1		
OG0041621		Ipurp_gene32033.mRNA1		
OG0041622		Ipurp_gene14119.mRNA1		
OG0041623		Ipurp_gene14110.mRNA1		
OG0041624		Ipurp_gene14109.mRNA1		
OG0041625		Ipurp_gene14104.mRNA1		
OG0041626		Ipurp_gene14103.mRNA1		
OG0041627		Ipurp_gene14102.mRNA1		
OG0041628		Ipurp_gene14100.mRNA1		
OG0041629		Ipurp_gene14093.mRNA1		
OG0041630		Ipurp_gene14089.mRNA1		
OG0041631		Ipurp_gene14088.mRNA1		
OG0041632		Ipurp_gene14081.mRNA1		
OG0041633		Ipurp_gene14080.mRNA1		
OG0041634		Ipurp_gene14079.mRNA1		
OG0041635		Ipurp_gene21786.mRNA1		
OG0041636		Ipurp_gene14071.mRNA1		
OG0041637		Ipurp_gene14069.mRNA1		
OG0041638		Ipurp_gene5236.mRNA1		
OG0041639		Ipurp_gene43600.mRNA1		
OG0041640		Ipurp_gene14057.mRNA1		
OG0041641		Ipurp_gene14052.mRNA1		
OG0041642		Ipurp_gene14049.mRNA1		
OG0041643		Ipurp_gene14046.mRNA1		
OG0041644		Ipurp_gene14044.mRNA1		
OG0041645		Ipurp_gene14042.mRNA1		
OG0041646		Ipurp_gene26195.mRNA1		
OG0041647		Ipurp_gene14029.mRNA1		
OG0041648		Ipurp_gene14028.mRNA1		
OG0041649		Ipurp_gene14026.mRNA1		
OG0041650		Ipurp_gene14022.mRNA1		
OG0041651		Ipurp_gene14020.mRNA1		
OG0041652		Ipurp_gene14013.mRNA1		
OG0041653		Ipurp_gene14006.mRNA1		
OG0041654		Ipurp_gene14003.mRNA1		
OG0041655		Ipurp_gene13992.mRNA1		
OG0041656		Ipurp_gene13991.mRNA1		
OG0041657		Ipurp_gene13987.mRNA1		
OG0041658		Ipurp_gene10371.mRNA1		
OG0041659		Ipurp_gene13977.mRNA1		
OG0041660		Ipurp_gene13976.mRNA1		
OG0041661		Ipurp_gene13975.mRNA1		
OG0041662		Ipurp_gene13974.mRNA1		
OG0041663		Ipurp_gene13970.mRNA1		
OG0041664		Ipurp_gene13968.mRNA1		
OG0041665		Ipurp_gene13964.mRNA1		
OG0041666		Ipurp_gene13963.mRNA1		
OG0041667		Ipurp_gene13962.mRNA1		
OG0041668		Ipurp_gene13959.mRNA1		
OG0041669		Ipurp_gene13955.mRNA1		
OG0041670		Ipurp_gene13950.mRNA1		
OG0041671		Ipurp_gene13948.mRNA1		
OG0041672		Ipurp_gene13946.mRNA1		
OG0041673		Ipurp_gene13939.mRNA1		
OG0041674		Ipurp_gene13935.mRNA1		
OG0041675		Ipurp_gene13930.mRNA1		
OG0041676		Ipurp_gene13929.mRNA1		
OG0041677		Ipurp_gene13927.mRNA1		
OG0041678		Ipurp_gene13924.mRNA1		
OG0041679		Ipurp_gene13917.mRNA1		
OG0041680		Ipurp_gene13909.mRNA1		
OG0041681		Ipurp_gene13906.mRNA1		
OG0041682		Ipurp_gene13892.mRNA1		
OG0041683		Ipurp_gene13890.mRNA1		
OG0041684		Ipurp_gene13888.mRNA1		
OG0041685		Ipurp_gene13878.mRNA1		
OG0041686		Ipurp_gene13874.mRNA1		
OG0041687		Ipurp_gene13873.mRNA1		
OG0041688		Ipurp_gene13871.mRNA1		
OG0041689		Ipurp_gene13867.mRNA1		
OG0041690		Ipurp_gene13866.mRNA1		
OG0041691		Ipurp_gene13862.mRNA1		
OG0041692		Ipurp_gene13861.mRNA1		
OG0041693		Ipurp_gene13854.mRNA1		
OG0041694		Ipurp_gene13852.mRNA1		
OG0041695		Ipurp_gene13843.mRNA1		
OG0041696		Ipurp_gene13840.mRNA1		
OG0041697		Ipurp_gene13837.mRNA1		
OG0041698		Ipurp_gene13833.mRNA1		
OG0041699		Ipurp_gene13820.mRNA1		
OG0041700		Ipurp_gene13819.mRNA1		
OG0041701		Ipurp_gene13817.mRNA1		
OG0041702		Ipurp_gene13815.mRNA1		
OG0041703		Ipurp_gene13813.mRNA1		
OG0041704		Ipurp_gene13810.mRNA1		
OG0041705		Ipurp_gene13808.mRNA1		
OG0041706		Ipurp_gene13807.mRNA1		
OG0041707		Ipurp_gene13785.mRNA1		
OG0041708		Ipurp_gene13784.mRNA1		
OG0041709		Ipurp_gene43100.mRNA1		
OG0041710		Ipurp_gene13758.mRNA1		
OG0041711		Ipurp_gene13752.mRNA1		
OG0041712		Ipurp_gene13746.mRNA1		
OG0041713		Ipurp_gene13738.mRNA1		
OG0041714		Ipurp_gene13737.mRNA1		
OG0041715		Ipurp_gene13736.mRNA1		
OG0041716		Ipurp_gene13731.mRNA1		
OG0041717		Ipurp_gene13727.mRNA1		
OG0041718		Ipurp_gene43555.mRNA1		
OG0041719		Ipurp_gene13722.mRNA1		
OG0041720		Ipurp_gene13721.mRNA1		
OG0041721		Ipurp_gene13720.mRNA1		
OG0041722		Ipurp_gene13719.mRNA1		
OG0041723		Ipurp_gene13713.mRNA1		
OG0041724		Ipurp_gene13711.mRNA1		
OG0041725		Ipurp_gene13709.mRNA1		
OG0041726		Ipurp_gene13704.mRNA1		
OG0041727		Ipurp_gene13702.mRNA1		
OG0041728		Ipurp_gene13698.mRNA1		
OG0041729		Ipurp_gene13695.mRNA1		
OG0041730		Ipurp_gene13689.mRNA1		
OG0041731		Ipurp_gene13688.mRNA1		
OG0041732		Ipurp_gene13681.mRNA1		
OG0041733		Ipurp_gene13680.mRNA1		
OG0041734		Ipurp_gene13678.mRNA1		
OG0041735		Ipurp_gene13676.mRNA1		
OG0041736		Ipurp_gene13675.mRNA1		
OG0041737		Ipurp_gene13668.mRNA1		
OG0041738		Ipurp_gene13667.mRNA1		
OG0041739		Ipurp_gene13662.mRNA1		
OG0041740		Ipurp_gene13661.mRNA1		
OG0041741		Ipurp_gene13659.mRNA1		
OG0041742		Ipurp_gene13657.mRNA1		
OG0041743		Ipurp_gene13648.mRNA1		
OG0041744		Ipurp_gene13646.mRNA1		
OG0041745		Ipurp_gene13642.mRNA1		
OG0041746		Ipurp_gene13641.mRNA1		
OG0041747		Ipurp_gene13636.mRNA1		
OG0041748		Ipurp_gene13631.mRNA1		
OG0041749		Ipurp_gene13629.mRNA1		
OG0041750		Ipurp_gene13616.mRNA1		
OG0041751		Ipurp_gene13610.mRNA1		
OG0041752		Ipurp_gene13608.mRNA1		
OG0041753		Ipurp_gene13605.mRNA1		
OG0041754		Ipurp_gene13603.mRNA1		
OG0041755		Ipurp_gene13600.mRNA1		
OG0041756		Ipurp_gene13598.mRNA1		
OG0041757		Ipurp_gene13594.mRNA1		
OG0041758		Ipurp_gene13586.mRNA1		
OG0041759		Ipurp_gene13581.mRNA1		
OG0041760		Ipurp_gene13577.mRNA1		
OG0041761		Ipurp_gene32262.mRNA1		
OG0041762		Ipurp_gene13566.mRNA1		
OG0041763		Ipurp_gene13562.mRNA1		
OG0041764		Ipurp_gene13550.mRNA1		
OG0041765		Ipurp_gene13548.mRNA1		
OG0041766		Ipurp_gene13546.mRNA1		
OG0041767		Ipurp_gene13545.mRNA1		
OG0041768		Ipurp_gene13541.mRNA1		
OG0041769		Ipurp_gene13540.mRNA1		
OG0041770		Ipurp_gene13529.mRNA1		
OG0041771		Ipurp_gene13526.mRNA1		
OG0041772		Ipurp_gene13524.mRNA1		
OG0041773		Ipurp_gene13519.mRNA1		
OG0041774		Ipurp_gene13516.mRNA1		
OG0041775		Ipurp_gene13514.mRNA1		
OG0041776		Ipurp_gene13512.mRNA1		
OG0041777		Ipurp_gene13507.mRNA1		
OG0041778		Ipurp_gene37468.mRNA1		
OG0041779		Ipurp_gene13501.mRNA1		
OG0041780		Ipurp_gene13496.mRNA1		
OG0041781		Ipurp_gene13494.mRNA1		
OG0041782		Ipurp_gene13492.mRNA1		
OG0041783		Ipurp_gene13487.mRNA1		
OG0041784		Ipurp_gene37795.mRNA1		
OG0041785		Ipurp_gene13472.mRNA1		
OG0041786		Ipurp_gene13471.mRNA1		
OG0041787		Ipurp_gene13467.mRNA1		
OG0041788		Ipurp_gene13461.mRNA1		
OG0041789		Ipurp_gene13458.mRNA1		
OG0041790		Ipurp_gene13452.mRNA1		
OG0041791		Ipurp_gene13451.mRNA1		
OG0041792		Ipurp_gene13445.mRNA1		
OG0041793		Ipurp_gene13440.mRNA1		
OG0041794		Ipurp_gene13439.mRNA1		
OG0041795		Ipurp_gene13431.mRNA1		
OG0041796		Ipurp_gene13425.mRNA1		
OG0041797		Ipurp_gene13423.mRNA1		
OG0041798		Ipurp_gene9400.mRNA1		
OG0041799		Ipurp_gene12157.mRNA1		
OG0041800		Ipurp_gene13399.mRNA1		
OG0041801		Ipurp_gene13388.mRNA1		
OG0041802		Ipurp_gene13386.mRNA1		
OG0041803		Ipurp_gene13385.mRNA1		
OG0041804		Ipurp_gene13384.mRNA1		
OG0041805		Ipurp_gene13376.mRNA1		
OG0041806		Ipurp_gene13369.mRNA1		
OG0041807		Ipurp_gene13366.mRNA1		
OG0041808		Ipurp_gene13365.mRNA1		
OG0041809		Ipurp_gene13362.mRNA1		
OG0041810		Ipurp_gene13361.mRNA1		
OG0041811		Ipurp_gene13357.mRNA1		
OG0041812		Ipurp_gene13352.mRNA1		
OG0041813		Ipurp_gene13350.mRNA1		
OG0041814		Ipurp_gene13345.mRNA1		
OG0041815		Ipurp_gene31600.mRNA1		
OG0041816		Ipurp_gene13333.mRNA1		
OG0041817		Ipurp_gene13331.mRNA1		
OG0041818		Ipurp_gene13328.mRNA1		
OG0041819		Ipurp_gene13326.mRNA1		
OG0041820		Ipurp_gene13325.mRNA1		
OG0041821		Ipurp_gene13322.mRNA1		
OG0041822		Ipurp_gene13321.mRNA1		
OG0041823		Ipurp_gene13319.mRNA1		
OG0041824		Ipurp_gene46048.mRNA1		
OG0041825		Ipurp_gene13317.mRNA1		
OG0041826		Ipurp_gene13308.mRNA1		
OG0041827		Ipurp_gene13303.mRNA1		
OG0041828		Ipurp_gene13301.mRNA1		
OG0041829		Ipurp_gene13299.mRNA1		
OG0041830		Ipurp_gene13290.mRNA1		
OG0041831		Ipurp_gene13288.mRNA1		
OG0041832		Ipurp_gene13282.mRNA1		
OG0041833		Ipurp_gene13280.mRNA1		
OG0041834		Ipurp_gene13277.mRNA1		
OG0041835		Ipurp_gene13273.mRNA1		
OG0041836		Ipurp_gene13272.mRNA1		
OG0041837		Ipurp_gene13268.mRNA1		
OG0041838		Ipurp_gene13265.mRNA1		
OG0041839		Ipurp_gene25677.mRNA1		
OG0041840		Ipurp_gene13260.mRNA1		
OG0041841		Ipurp_gene13248.mRNA1		
OG0041842		Ipurp_gene13246.mRNA1		
OG0041843		Ipurp_gene13245.mRNA1		
OG0041844		Ipurp_gene13242.mRNA1		
OG0041845		Ipurp_gene13241.mRNA1		
OG0041846		Ipurp_gene13240.mRNA1		
OG0041847		Ipurp_gene13239.mRNA1		
OG0041848		Ipurp_gene13237.mRNA1		
OG0041849		Ipurp_gene13236.mRNA1		
OG0041850		Ipurp_gene13235.mRNA1		
OG0041851		Ipurp_gene13234.mRNA1		
OG0041852		Ipurp_gene13231.mRNA1		
OG0041853		Ipurp_gene13227.mRNA1		
OG0041854		Ipurp_gene13226.mRNA1		
OG0041855		Ipurp_gene10076.mRNA1		
OG0041856		Ipurp_gene13220.mRNA1		
OG0041857		Ipurp_gene13219.mRNA1		
OG0041858		Ipurp_gene5442.mRNA1		
OG0041859		Ipurp_gene13210.mRNA1		
OG0041860		Ipurp_gene13204.mRNA1		
OG0041861		Ipurp_gene31200.mRNA1		
OG0041862		Ipurp_gene27109.mRNA1		
OG0041863		Ipurp_gene13189.mRNA1		
OG0041864		Ipurp_gene13182.mRNA1		
OG0041865		Ipurp_gene13178.mRNA1		
OG0041866		Ipurp_gene13175.mRNA1		
OG0041867		Ipurp_gene13166.mRNA1		
OG0041868		Ipurp_gene13163.mRNA1		
OG0041869		Ipurp_gene13159.mRNA1		
